refdes:device:value:footprint:qty:quantity:need:1check:2check
U1:LinearReg:unknown:AP1117-SOT223:1:20:20:25:25
C1:POLARIZED_CAPACITOR:22µ:1206:1:20:20:30:30
C2:POLARIZED_CAPACITOR:10µ:1206:1:20:20:30:30
U2:ESP8266-12:unknown:ESP8266-12:1:20:20::
U3:MIDAS-MCOT128064NZ-YM:unknown:SCREEN096-1:1:20:20:8:8
RBG1:RGB-LED:unknown:RGBLed-ASMB-MTB1-0A3A2:1:20:20:30:30
R1,R2,R3:RESISTOR:330:402:2:20:40:50:50
Q1,Q2,Q3:NPN_TRANSISTOR:unknown:BSR14:2:20:40:50:50
C3,C4,C5,C6:CAPACITOR:1µ:402:4:20:80:100:100
R7,R8:RESISTOR:4.7k:402:2:20:40:50:50
R9:RESISTOR:390k:402:1:20:20:30:30
C7:CAPACITOR:4.7µ:603:1:20:20:30:
C8:CAPACITOR:2.2µ:402:1:20:20:30:30
BP1,BP2,BP3,BP4:PushButton4:unknown:Button-Lat-MCPTCF:4:20:80:85:85
::::::::
::::::::
CONN2:USB-CONNECTOR:unknown:ZX62-B-5PA:1:20:20:23:23
C10:POLARIZED_CAPACITOR:(220)470µ:1206:1:20:20:30:30
R10,R11,R12,R13,R14,R15,R16,R17,R4,R5,R6:RESISTOR:10k:402:10:20:200:210:210
C11,C9:CAPACITOR:0.1µ:402:2:20:40:50:50
R1,R2,R3 (reduction courant led)::1k:::::50:
